season,team,conference,offense.plays,offense.drives,offense.ppa,offense.totalPPA,offense.successRate,offense.explosiveness,offense.powerSuccess,offense.stuffRate,offense.lineYards,offense.lineYardsTotal,offense.secondLevelYards,offense.secondLevelYardsTotal,offense.openFieldYards,offense.openFieldYardsTotal,offense.pointsPerOpportunity,offense.fieldPosition.averageStart,offense.fieldPosition.averagePredictedPoints,offense.havoc.total,offense.havoc.frontSeven,offense.havoc.db,offense.standardDowns.rate,offense.standardDowns.ppa,offense.standardDowns.successRate,offense.standardDowns.explosiveness,offense.passingDowns.rate,offense.passingDowns.ppa,offense.passingDowns.successRate,offense.passingDowns.explosiveness,offense.rushingPlays.rate,offense.rushingPlays.ppa,offense.rushingPlays.totalPPA,offense.rushingPlays.successRate,offense.rushingPlays.explosiveness,offense.passingPlays.rate,offense.passingPlays.ppa,offense.passingPlays.totalPPA,offense.passingPlays.successRate,offense.passingPlays.explosiveness,defense.plays,defense.drives,defense.ppa,defense.totalPPA,defense.successRate,defense.explosiveness,defense.powerSuccess,defense.stuffRate,defense.lineYards,defense.lineYardsTotal,defense.secondLevelYards,defense.secondLevelYardsTotal,defense.openFieldYards,defense.openFieldYardsTotal,defense.pointsPerOpportunity,defense.fieldPosition.averageStart,defense.fieldPosition.averagePredictedPoints,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,defense.standardDowns.rate,defense.standardDowns.ppa,defense.standardDowns.successRate,defense.standardDowns.explosiveness,defense.passingDowns.rate,defense.passingDowns.ppa,defense.passingDowns.totalPPA,defense.passingDowns.successRate,defense.passingDowns.explosiveness,defense.rushingPlays.rate,defense.rushingPlays.ppa,defense.rushingPlays.totalPPA,defense.rushingPlays.successRate,defense.rushingPlays.explosiveness,defense.passingPlays.rate,defense.passingPlays.ppa,defense.passingPlays.successRate,defense.passingPlays.explosiveness,CollinHavocRate,CollinHavocAllowedRate,SP,TAN
2021,Troy,Sun Belt,256,47,0.1325146,33.9237383,0.421875,1.07664292,0.63157895,0.2038835,2.59708738,268,2.96774194,92,10.1666667,122,3.07692308,68.6,1.446,0.1796875,0.11328125,0.06640625,0.71484375,0.01205469,0.45901639,0.77324007,0.28515625,0.43448946,0.32876712,2.13855288,0.40234375,0.00110624,0.11394305,0.40776699,0.76627703,0.58984375,0.26772828,40.4269709,0.43046358,1.32376717,228,46,0.00294946,0.67247581,0.34210526,1.0562202,1,0.234375,2.365625,303,2.75,110,6,96,3.13333333,72.5,-1.261,0.24122807,0.17982456,0.06140351,0.62280702,-0.0069306,0.42253521,0.98198364,0.37719298,0.01926311,10.5061192,0.20930233,1.30367538,0.56140351,-0.0383451,-4.9081705,0.3359375,0.95779153,0.4254386,0.10831051,0.36082474,1.17714684,0.225,0.1174242424,0.9,75
2021,Tulane,American Athletic,247,46,0.2053252,50.7153249,0.41700405,1.3805606,0.76923077,0.2,2.80090909,308,3.11627907,134,5.05263158,96,4.33333333,70.1,1.375,0.1659919,0.09716599,0.06882591,0.61538462,0.09705117,0.46710526,1.11376054,0.38461538,0.37856366,0.33684211,1.97252323,0.44534413,0.16701383,18.3715213,0.38181818,1.17910456,0.55465587,0.23608616,32.3438035,0.44525547,1.51926803,255,46,0.17304061,44.1253552,0.45882353,1.1652928,0.73684211,0.24305556,3.06875,442,2.98484848,197,6.88461538,179,2.86666667,69.5,-1.411,0.18039216,0.13333333,0.04705882,0.70980392,0.1294459,0.50828729,0.98782629,0.29019608,0.2796709,19.1121916,0.33783784,1.81836953,0.56470588,0.17370252,25.0131636,0.43055556,1.09209031,0.43529412,0.17218191,0.4954955,1.24781196,0.1503267974,0.112244898,-0.3,75.5
2021,Tulsa,American Athletic,147,25,0.1602383,23.5550307,0.41496599,1.18941151,0.5,0.17741935,2.3983871,149,2.63157895,50,6.66666667,40,3.08333333,76.3,0.925,0.26530612,0.14965986,0.11564626,0.63265306,0.07398666,0.46236559,0.92999545,0.36734694,0.3087828,0.33333333,1.80912766,0.42176871,-0.0228263,-1.4152319,0.35483871,0.87071092,0.57823129,0.29376779,24.9702626,0.45882353,1.36919133,133,24,0.20427764,27.1689258,0.45112782,1.22090885,0.77777778,0.16666667,3.2025641,250,3,87,13.3846154,174,4.8,71.6,-1.276,0.31578947,0.2406015,0.07518797,0.66165414,0.10975805,0.5,0.98174399,0.33834586,0.38911594,10.1794233,0.35555556,1.87861222,0.58646617,0.21781414,16.9895026,0.44871795,1.05612039,0.41353383,0.18508042,0.45454545,1.45161269,0.1857142857,0.1126760563,2.6,75
2021,UAB,Conference USA,247,49,0.21869813,54.0184387,0.44129555,1.22640469,0.69565217,0.20253165,2.92721519,463,2.68333333,161,5.19047619,109,3.59090909,72,1.262,0.13765182,0.10526316,0.03238866,0.70445344,0.14497603,0.45977011,1.01958543,0.29554656,0.3944193,0.39726027,1.79694059,0.63967611,0.02950512,4.66180958,0.39873418,0.80600168,0.36032389,0.55456887,49.3566292,0.51685393,1.80217404,263,50,-0.0092099,-2.4221963,0.34220532,1.16839946,0.63636364,0.18852459,2.40081967,293,2.54761905,107,4.625,74,2.33333333,71.1,-1.298,0.15209125,0.06463878,0.08745247,0.62357414,-0.0882598,0.3902439,1.03765694,0.37642586,0.12174146,11.3780095,0.26262626,1.4902272,0.46387833,-0.1131164,-13.800206,0.33606557,0.79698058,0.53612167,0.0806951,0.34751773,1.47917852,0.1428571429,0.1225296443,6.4,78
2021,UCF,American Athletic,235,40,0.32385239,76.1053123,0.54893617,1.02433083,0.92857143,0.06722689,4.0512605,482,2.9516129,183,6.79310345,197,5.33333333,70.1,1.431,0.11914894,0.06382979,0.05531915,0.73191489,0.1550813,0.5872093,0.69942153,0.26808511,0.78462427,0.44444444,2.1963251,0.50638298,0.39948538,47.5387606,0.58823529,0.97108722,0.49361702,0.24626338,28.5665518,0.50862069,1.08750122,204,37,0.17943056,36.603835,0.37254902,1.39319244,0.71428571,0.31578947,1.825,139,3.15789474,60,8.75,70,5.5,75.1,-1.031,0.17156863,0.08823529,0.08333333,0.6372549,0.06458514,0.41538462,1.15788977,0.3627451,0.38118603,38.3333542,0.2972973,1.97075353,0.37254902,-0.0227568,-1.7295193,0.30263158,1.13355928,0.62745098,0.29947933,0.4140625,1.50586343,0.1601941748,0.08085106383,9.6,85
2021,UCLA,Pac-12,257,67,0.35651551,91.6244848,0.47470817,1.34375211,0.70833333,0.175,3.349375,536,3.04,228,8.74193548,271,3.68965517,69.4,1.408,0.13618677,0.08560311,0.05058366,0.70038911,0.28387689,0.53333333,1.07156115,0.29961089,0.52632006,0.33766234,2.34876486,0.62256809,0.27195514,43.5128229,0.49375,1.01798098,0.37743191,0.49599651,48.1116619,0.44329897,1.94226185,289,58,0.21032689,60.7844723,0.41868512,1.34033001,0.55,0.23404255,2.10744681,198,2.72727273,90,13.6666667,123,2.96,70.8,-1.313,0.183391,0.11764706,0.06574394,0.67128028,0.12471902,0.45876289,1.07152747,0.32871972,0.38514718,58.151067,0.33684211,2.08793709,0.32525952,0.02801495,2.63340529,0.41489362,0.97687523,0.67474048,0.2982106,0.42051282,1.51319266,0.1793103448,0.08778625954,17,87
2021,UMass,FBS Independents,210,40,0.11243739,23.6118527,0.42380952,1.13133997,0.6,0.18681319,2.91208791,265,2.78378378,103,6.42857143,90,3.75,76.1,0.933,0.20714286,0.11666667,0.09047619,0.68095238,0.08864991,0.48251748,0.99137571,0.31904762,0.16320769,0.29850746,1.61421667,0.43333333,0.14337605,13.0472202,0.47252747,0.89713055,0.56190476,0.10304768,12.159626,0.38135593,1.41572527,226,37,0.47257793,106.802612,0.53982301,1.375225,0.70833333,0.18571429,3.18142857,445,2.93548387,182,9.42307692,245,4.86666667,69.8,-1.48,0.15044248,0.08849558,0.0619469,0.75663717,0.35765712,0.56725146,1.09648964,0.24336283,0.82987717,65.7223345,0.45454545,2.45671821,0.61946903,0.30276779,42.3874909,0.53571429,1.09060124,0.37610619,0.77320394,0.54117647,1.89759937,0.1087719298,0.1106557377,-27.4,47
2021,UNLV,Mountain West,115,25,0.17640631,20.2867258,0.31304348,1.49335274,1,0.13559322,3.14576271,186,2.81818182,62,9.55555556,86,4.25,76.1,0.965,0.33913043,0.2173913,0.12173913,0.62608696,0.100349,0.36111111,1.20604519,0.37391304,0.30375809,0.23255814,2.24035237,0.51304348,0.2440031,14.3961827,0.40677966,1.10308154,0.48695652,0.10518827,5.89054311,0.21428571,2.27389515,141,25,0.28867483,40.7031516,0.4964539,1.18084153,0.75,0.19117647,3.20147059,218,3.79310345,110,6.6875,107,4.38888889,63.8,-1.866,0.12056738,0.09219858,0.02836879,0.73049645,0.27479893,0.55339806,1.06631566,0.26950355,0.32628582,23.1053299,0.34210526,1.68299341,0.4822695,0.25879149,17.5978217,0.47058824,1.06213061,0.5177305,0.31651137,0.52054795,1.28080861,0.08896797153,0.1681034483,-22,55
2021,USC,Pac-12,217,36,0.23088057,50.1010837,0.52534562,0.95760978,0.84210526,0.21333333,2.93866667,220,2.72413793,79,3.63636364,40,5.41176471,75.2,1.049,0.21198157,0.11520737,0.09677419,0.70967742,0.2300171,0.57142857,0.87602531,0.29032258,0.23299128,0.41269841,1.23374184,0.34562212,0.15282057,11.4615427,0.57333333,0.70523112,0.6359447,0.3148459,43.4487337,0.51449275,1.11045883,184,35,0.26847835,49.4000166,0.50543478,1.12815165,0.8125,0.16037736,3.12358491,331,2.97727273,131,9.27777778,167,4.35,67.6,-1.661,0.125,0.08152174,0.04347826,0.72826087,0.26114438,0.55970149,0.98680124,0.27173913,0.2881334,38.2762749,0.36,1.71711168,0.57608696,0.12504965,13.2552625,0.49056604,0.88951964,0.41847826,0.49709448,0.53246753,1.43080688,0.1071428571,0.1107266436,10.4,84.5
2021,Utah,Pac-12,245,48,0.12741351,31.2163096,0.42040816,1.12195494,0.66666667,0.20560748,3.29626168,353,2.72727273,150,12.2105263,232,3.68,67.7,1.52,0.2122449,0.13061224,0.08163265,0.68571429,0.15421852,0.52380952,1.00291886,0.31428571,0.06892985,0.19480519,1.82029997,0.43673469,0.15005003,16.0553534,0.42990654,1.09237193,0.55918367,0.11339106,15.5345757,0.41605839,1.14582895,271,50,0.07648902,20.7285234,0.38745387,1.14918064,0.52173913,0.27142857,2.86357143,401,2.86792453,152,7.94444444,143,3.35,73.2,-1.174,0.20295203,0.1402214,0.06273063,0.63837638,0.04341412,0.46242775,0.97637065,0.36162362,0.13487633,11.230774,0.25510204,1.7021726,0.51660517,0.06426308,8.99683062,0.40714286,1.04451202,0.47601476,0.08706026,0.37209302,1.27347462,0.190647482,0.140625,13.4,84
2021,Utah State,Mountain West,306,50,0.32584254,99.7078174,0.39542484,1.57831532,0.9375,0.19333333,3.15866667,474,3.24137931,188,9.28571429,260,3.36363636,76.8,0.929,0.12745098,0.05882353,0.06862745,0.62418301,0.20246394,0.43979058,1.23334132,0.37581699,0.53075831,0.32173913,2.36149952,0.49019608,0.22849895,34.2748424,0.38,1.18734722,0.50326797,0.43829599,67.4975819,0.41558442,1.92652128,275,49,0.2509203,69.0030816,0.46545455,1.30656225,0.52380952,0.21126761,3.00211268,426,2.81355932,166,14.7368421,280,3.79166667,69.1,-1.454,0.14545455,0.08727273,0.05818182,0.71272727,0.08551839,0.48979592,1.00037406,0.28727273,0.66128452,53.9130316,0.40506329,2.2251268,0.51636364,0.20111971,28.5589992,0.47183099,1.1095537,0.46909091,0.41793048,0.46511628,1.57819822,0.1672473868,0.08777429467,-11,67
2021,UTEP,Conference USA,208,47,0.20376611,42.3833518,0.35096154,1.39987397,0.58333333,0.2195122,2.63902439,325,2.63636364,87,7.30769231,95,3.33333333,72.8,1.218,0.16346154,0.10576923,0.05769231,0.68269231,0.11767888,0.38028169,1.11500557,0.31730769,0.38898411,0.28787879,2.20949993,0.59134615,-0.0163793,-2.014656,0.30081301,0.89209063,0.39423077,0.65004452,53.303651,0.42682927,2.17356799,219,47,0.04850718,10.6230714,0.35159817,1.25953939,0.61538462,0.19444444,2.9,313,2.4,96,3.6,36,3.5,70.8,-1.358,0.17123288,0.11187215,0.05936073,0.6347032,0.05575397,0.45323741,1.01625646,0.3652968,0.03591587,11.2734374,0.175,2.35431259,0.49315068,-0.0060219,-0.650366,0.37037037,0.85784766,0.50684932,0.1015625,0.33333333,1.69380072,0.1832669323,0.1212121212,-13.6,59.5
2021,UTSA,Conference USA,315,51,0.26985501,85.0043267,0.43174603,1.27078345,0.75,0.09714286,3.42057143,599,2.56923077,167,5.1875,83,3.90322581,71.2,1.355,0.12380952,0.0952381,0.02857143,0.74285714,0.20095711,0.44444444,1.12954388,0.25714286,0.46889337,0.39506173,1.72981203,0.55555556,0.13924579,24.3680139,0.4,0.98536099,0.43809524,0.48189581,66.5016214,0.47826087,1.57350423,236,51,0.05419528,12.7900865,0.3559322,1.24491582,0.54545455,0.16101695,2.90254237,343,2.275,91,3.45454545,38,3.625,71.5,-1.254,0.20762712,0.15254237,0.05508475,0.60169492,0.13627482,0.45070423,1.19553081,0.39830508,-0.0697972,30.7698474,0.21276596,1.40294785,0.5,-0.0152115,-1.7949563,0.3559322,0.94320337,0.48728814,0.26756389,0.35652174,1.75117443,0.1841004184,0.1018518519,1.6,75.5
2021,Vanderbilt,SEC,211,42,0.0556107,11.7338567,0.30331754,1.24237561,0.66666667,0.23584906,2.6509434,281,3,93,8.75,105,2.92857143,75.8,1.032,0.20379147,0.1042654,0.09952607,0.5971564,-0.1109669,0.32539683,0.82919384,0.4028436,0.30253745,0.27058824,1.97891704,0.50236967,0.04475754,4.74429902,0.31132075,1.09496701,0.49763033,0.06656722,6.98955766,0.2952381,1.39929445,222,43,0.3123167,69.3343071,0.50900901,1.16330701,0.54545455,0.1512605,3.61428571,430,3.24074074,175,9.25,222,4.33333333,66.5,-1.659,0.15765766,0.07657658,0.08108108,0.72522523,0.32195678,0.57763975,1.04603247,0.27477477,0.28687321,37.6838888,0.32786885,1.70863363,0.53603604,0.2659699,31.6504184,0.51260504,1.00358934,0.46396396,0.365863,0.50485437,1.35066812,0.1374045802,0.09507042254,-21.2,60.5
2021,Virginia,ACC,297,48,0.36646172,108.839131,0.4983165,1.38024346,0.75,0.09615385,3.39519231,353,3.20930233,138,7.65,153,3.85294118,72.9,1.192,0.15151515,0.1010101,0.05050505,0.68350168,0.20709557,0.5270936,1.09451773,0.31649832,0.7106248,0.43617021,2.12591792,0.35016835,0.15894315,16.5300879,0.44230769,0.94902505,0.64309764,0.52731687,100.717522,0.53403141,1.5747145,267,47,0.26564244,70.9265327,0.45318352,1.20553824,0.83333333,0.0738255,3.56979866,532,2.56451613,159,11.7,234,4.17391304,74,-1.111,0.12734082,0.07865169,0.04868914,0.71161049,0.24096504,0.51052632,1.00170365,0.28838951,0.32653475,49.0231444,0.31168831,2.02936968,0.55805243,0.20604551,30.7007807,0.46308725,0.85801027,0.43071161,0.42628821,0.44347826,1.73544087,0.1310861423,0.1092715232,5.2,81
2021,Virginia Tech,ACC,192,34,0.12659431,24.3061078,0.43229167,1.13402515,0.83333333,0.27358491,2.58679245,274,2.65,106,5.92857143,83,3.05882353,69,1.471,0.19270833,0.15625,0.03645833,0.61979167,-0.0491947,0.48739496,0.76721226,0.38020833,0.41315451,0.34246575,1.98503106,0.55208333,0.01020764,1.08200939,0.45283019,0.77335508,0.44270833,0.27098601,23.0338113,0.41176471,1.6286584,178,35,0.14915237,26.5491217,0.35393258,1.42458672,0.625,0.20689655,3.35517241,292,3.23076923,126,9.27777778,167,3.07692308,75.6,-1.018,0.28089888,0.19101124,0.08988764,0.6011236,-0.0775723,0.39252336,0.96977928,0.3988764,0.49083609,0.93968318,0.29577465,2.3342016,0.48876404,0.29436136,25.6094386,0.4137931,1.32369347,0.51123596,0.01032619,0.2967033,1.55911106,0.1937984496,0.1212121212,8.7,84.5
2021,Wake Forest,ACC,222,34,0.29107131,64.6178299,0.45945946,1.25364752,0.82352941,0.17692308,3.08615385,401,2.56521739,118,9.84615385,128,4.45454545,65,1.813,0.13963964,0.08108108,0.05855856,0.72522523,0.19243467,0.47204969,1.07340938,0.27477477,0.55140735,0.42622951,1.78049745,0.58558559,0.10891999,14.1595983,0.41538462,0.89363273,0.40990991,0.57833854,52.6288074,0.52747253,1.65866415,205,35,0.16394824,33.6093883,0.43902439,1.29570349,0.625,0.13253012,3.20120482,266,3.57575758,118,8.9375,143,2.5625,75.5,-1.023,0.22926829,0.16097561,0.06829268,0.64878049,0.04204949,0.46616541,1.06089473,0.35121951,0.3891223,28.7101084,0.38888889,1.81563716,0.40487805,0.09608759,7.97527014,0.38554217,1.05591362,0.5902439,0.23727362,0.47933884,1.42800134,0.2077464789,0.08532423208,6.6,83.5
2021,Washington,Pac-12,278,48,0.18206863,50.6150784,0.44964029,1.10454587,0.72222222,0.08108108,3.17027027,352,2.71052632,103,4.57142857,64,3.43478261,72.2,1.284,0.15827338,0.08633094,0.07194245,0.70143885,0.20014629,0.52307692,0.91347633,0.29856115,0.139597,0.27710843,1.95189774,0.39928058,0.15197101,16.8687823,0.45045045,0.80703272,0.58273381,0.27164665,44.0067569,0.46296296,1.30288797,270,50,0.12356568,33.3627344,0.36666667,1.1743788,0.8,0.13768116,3.40507246,470,2.87272727,158,9.875,158,3.16666667,71.5,-1.3,0.14814815,0.08888889,0.05925926,0.64444444,0.00758627,0.40804598,0.90654622,0.35555556,0.33377837,18.8954378,0.29166667,1.8535257,0.51111111,0.12491932,17.2388655,0.42028986,0.91071474,0.47777778,0.14647626,0.31782946,1.54736697,0.1433691756,0.1045296167,9.3,81.5
2021,Washington State,Pac-12,254,48,0.13276597,33.7225553,0.44488189,1.08847236,0.52631579,0.24074074,3.00833333,325,3.10204082,152,7.76190476,163,3.66666667,69.3,1.496,0.20472441,0.13779528,0.06692913,0.68110236,0.01968906,0.47976879,0.84455239,0.31889764,0.37427589,0.37037037,1.76331759,0.42519685,0.12638118,13.6491671,0.46296296,0.9935886,0.57086614,0.15079594,21.8654112,0.42758621,1.21145112,271,47,0.20995362,56.8974301,0.46863469,1.16566785,0.76470588,0.22123894,2.87079646,324,2.69565217,124,7.06666667,106,3.92307692,69.7,-1.383,0.19557196,0.12546125,0.0701107,0.69741697,0.15101207,0.52910053,0.94827063,0.30258303,0.34580669,48.3537919,0.32926829,1.97084273,0.41697417,0.08885579,10.0407045,0.43362832,0.88279384,0.57933579,0.30798594,0.49681529,1.34337075,0.1736111111,0.1547169811,-2.2,75
2021,Western Kentucky,Conference USA,184,31,0.47197771,86.8438983,0.54891304,1.34581514,0.83333333,0.15,3.315,199,2.95652174,68,3.27272727,36,5.10526316,71.5,1.312,0.13586957,0.05434783,0.08152174,0.74456522,0.22289606,0.5620438,0.96307722,0.25543478,1.19802421,0.5106383,2.57376593,0.32608696,0.07012412,4.20744713,0.53333333,0.6637791,0.67391304,0.66642299,82.6364512,0.55645161,1.6621217,240,32,0.23833696,57.2008694,0.48333333,1.06793256,0.95652174,0.10447761,3.4358209,460,2.73584906,145,7.68421053,146,4.6,71.9,-1.247,0.12916667,0.08333333,0.04583333,0.72083333,0.14859933,0.52023121,0.84057308,0.27916667,0.47004755,19.6257257,0.3880597,1.85494614,0.55833333,0.28041152,37.5751437,0.54477612,0.9064077,0.44166667,0.18514836,0.40566038,1.34214919,0.1239669421,0.0652173913,-3.9,75
2021,Western Michigan,Mid-American,287,50,0.2053235,58.927844,0.43902439,1.14382692,0.72,0.1,3.225625,516,2.29508197,140,6.4375,103,3.32,69,1.513,0.14982578,0.09407666,0.05574913,0.71777003,0.122615,0.51456311,0.89196497,0.28222997,0.41566857,0.24691358,2.47869526,0.55749129,0.12899683,20.6394926,0.46875,0.7581083,0.44250871,0.30148308,38.2883513,0.4015748,1.71106019,211,48,0.2244436,47.3575989,0.39336493,1.36403919,0.72222222,0.17142857,2.96,311,3.29268293,135,10.5789474,201,3.21428571,72.3,-1.219,0.22748815,0.16113744,0.06635071,0.67772512,0.29415903,0.5034965,1.29750605,0.32227488,0.07783614,23.662532,0.16176471,1.79952881,0.49763033,0.22979314,24.1282795,0.45714286,1.11533979,0.49763033,0.22535745,0.33333333,1.70511264,0.2054794521,0.09060402685,1.6,75.5
2021,West Virginia,Big 12,275,46,0.19913117,54.7610705,0.42545455,1.33648054,0.72727273,0.17424242,2.64545455,349,2.64,132,6.58823529,112,4.34615385,66.3,1.732,0.15272727,0.10181818,0.05090909,0.64363636,0.06075,0.46327684,0.97530683,0.35636364,0.44906449,0.35714286,2.18265892,0.48,0.14010243,18.4935205,0.43939394,1.07584859,0.52,0.25361923,36.26755,0.41258741,1.59269499,264,48,0.08262941,21.814165,0.36742424,1.15184672,0.61904762,0.29133858,2.43779528,310,2,92,12.5,100,2.5,71.9,-1.255,0.18560606,0.14772727,0.03787879,0.64015152,-0.1103595,0.42011834,0.74797454,0.35984848,0.4259465,26.8622991,0.27368421,2.25472842,0.48106061,-0.0397491,-5.0481341,0.34645669,0.75950611,0.51893939,0.19607518,0.38686131,1.47756344,0.1858736059,0.1254612546,8.6,85
2021,Wisconsin,Big Ten,232,41,-0.0399037,-9.2576498,0.46982759,0.54022532,0.69230769,0.14285714,3.00601504,400,2.625,126,11.7142857,164,1.89473684,70.9,1.352,0.13362069,0.07327586,0.06034483,0.74137931,-0.0070215,0.52325581,0.59386691,0.25862069,-0.1341658,0.31666667,0.2861336,0.57327586,0.10556287,14.0398621,0.48120301,0.80319196,0.42672414,-0.2353284,-23.297512,0.45454545,0.16622833,157,36,-0.0294781,-4.6280637,0.29936306,1.18231969,0.6,0.27586207,1.73793103,101,1.5,24,24,24,2.72727273,72.5,-1.232,0.22929936,0.17197452,0.05732484,0.5477707,-0.1428863,0.36046512,0.89143855,0.4522293,0.10788958,6.83148995,0.22535211,1.7459019,0.36942675,-0.1875918,-10.880325,0.25862069,0.60649743,0.62420382,0.06970908,0.32653061,1.45223637,0.2341772152,0.10041841,16.9,89
2021,Wyoming,Mountain West,272,46,0.29411162,79.9983617,0.48897059,1.13408192,0.82142857,0.11242604,3.35029586,566,2.56521739,177,5.38888889,97,4.61904762,66.6,1.636,0.125,0.0625,0.0625,0.72794118,0.26940208,0.56565657,0.98244564,0.27205882,0.36022635,0.28378378,1.94280878,0.62132353,0.24814408,41.9363497,0.5147929,0.90345406,0.375,0.37639938,38.3927372,0.45098039,1.5702694,273,52,0.05867693,16.0188011,0.3992674,1.00889226,0.85,0.136,3.3232,415,3.2173913,148,8.47826087,195,2.93103448,60.6,-2.091,0.14652015,0.08058608,0.06593407,0.66666667,-0.0886149,0.43956044,0.69167783,0.33333333,0.35326066,-6.1701682,0.31868132,1.88396653,0.45787546,0.2178273,27.228412,0.448,1.02956687,0.52747253,-0.0428484,0.36111111,1.00835128,0.1490909091,0.07777777778,-1.7,75
