season,team,conference,offense.plays,offense.drives,offense.ppa,offense.totalPPA,offense.successRate,offense.explosiveness,offense.powerSuccess,offense.stuffRate,offense.lineYards,offense.lineYardsTotal,offense.secondLevelYards,offense.secondLevelYardsTotal,offense.openFieldYards,offense.openFieldYardsTotal,offense.pointsPerOpportunity,offense.fieldPosition.averageStart,offense.fieldPosition.averagePredictedPoints,offense.havoc.total,offense.havoc.frontSeven,offense.havoc.db,offense.standardDowns.rate,offense.standardDowns.ppa,offense.standardDowns.successRate,offense.standardDowns.explosiveness,offense.passingDowns.rate,offense.passingDowns.ppa,offense.passingDowns.successRate,offense.passingDowns.explosiveness,offense.rushingPlays.rate,offense.rushingPlays.ppa,offense.rushingPlays.totalPPA,offense.rushingPlays.successRate,offense.rushingPlays.explosiveness,offense.passingPlays.rate,offense.passingPlays.ppa,offense.passingPlays.totalPPA,offense.passingPlays.successRate,offense.passingPlays.explosiveness,defense.plays,defense.drives,defense.ppa,defense.totalPPA,defense.successRate,defense.explosiveness,defense.powerSuccess,defense.stuffRate,defense.lineYards,defense.lineYardsTotal,defense.secondLevelYards,defense.secondLevelYardsTotal,defense.openFieldYards,defense.openFieldYardsTotal,defense.pointsPerOpportunity,defense.fieldPosition.averageStart,defense.fieldPosition.averagePredictedPoints,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,defense.standardDowns.rate,defense.standardDowns.ppa,defense.standardDowns.successRate,defense.standardDowns.explosiveness,defense.passingDowns.rate,defense.passingDowns.ppa,defense.passingDowns.totalPPA,defense.passingDowns.successRate,defense.passingDowns.explosiveness,defense.rushingPlays.rate,defense.rushingPlays.ppa,defense.rushingPlays.totalPPA,defense.rushingPlays.successRate,defense.rushingPlays.explosiveness,defense.passingPlays.rate,defense.passingPlays.ppa,defense.passingPlays.successRate,defense.passingPlays.explosiveness,CollinHavocRate,CollinHavocAllowedRate,SP,TAN
2021,Ohio State,Big Ten,259,47,0.44791878,116.010965,0.55212355,1.34643343,0.86956522,0.0952381,3.88888889,490,3.06666667,184,11.3333333,306,4.5,73.6,1.148,0.08880309,0.05019305,0.03861004,0.74131274,0.45131645,0.61979167,1.25193709,0.25868726,0.43818221,0.35820896,1.81497776,0.48648649,0.4536993,57.1661119,0.57142857,1.14247124,0.51351351,0.44244251,58.8448534,0.53383459,1.55326832,301,50,0.08873646,26.7096759,0.40531561,1.12001869,0.66666667,0.17605634,2.68661972,382,2.82,141,12.4444444,224,3.90909091,75.5,-1.036,0.15614618,0.06976744,0.08637874,0.64451827,0.00205858,0.42268041,0.94155707,0.35548173,0.24589076,25.8543848,0.37383178,1.485865,0.4717608,0.00602318,0.85529109,0.36619718,0.92815595,0.5282392,0.16260619,0.44025157,1.26254529,0.1809210526,0.06538461538,24.8,94.5
2021,Oklahoma,Big 12,270,45,0.25003553,67.5095932,0.48888889,1.14959978,0.72727273,0.2231405,2.99504132,362,3.03921569,155,10,190,4.9,68.3,1.519,0.14074074,0.07777778,0.06296296,0.70740741,0.13683718,0.52356021,0.91423088,0.29259259,0.52371762,0.40506329,1.88512757,0.44814815,0.18091437,21.8906388,0.49586777,0.90459273,0.55185185,0.30616748,45.6189545,0.48322148,1.35377232,255,43,0.07763133,19.7959904,0.34117647,1.29688601,0.64285714,0.20909091,2.34636364,258,2.59459459,96,3.33333333,30,3.64705882,71.7,-1.279,0.18431373,0.16078431,0.02352941,0.6,0.05724349,0.40522876,1.08652356,0.4,0.10821309,17.0611946,0.24509804,1.81858487,0.43137255,0.02486178,2.73479573,0.3,1.17337335,0.56862745,0.11766341,0.37241379,1.37236596,0.1729323308,0.08802816901,21,93
2021,Oklahoma State,Big 12,276,54,0.2078682,57.3716243,0.39855072,1.3113754,0.77777778,0.1835443,2.67088608,422,2.45454545,135,7.94736842,151,3.77272727,71.4,1.277,0.17753623,0.13405797,0.04347826,0.61956522,0.15689383,0.47368421,1.04888673,0.38043478,0.29088362,0.27619048,2.0445334,0.57246377,0.07753444,12.2504414,0.39873418,0.90943822,0.42391304,0.4141601,48.4567318,0.4017094,1.85014226,271,51,0.08613861,23.3435622,0.39483395,1.12826073,0.66666667,0.12295082,2.89098361,353,2.23684211,85,12,96,2.66666667,72.8,-1.223,0.18081181,0.13653137,0.04428044,0.67896679,0.07397808,0.42934783,0.96622177,0.32103321,0.11185742,20.9868102,0.32183908,1.58544206,0.4501845,0.05169235,6.3064672,0.3852459,0.84451968,0.54612546,0.14180277,0.40540541,1.35052455,0.1672727273,0.1373239437,9.9,82.5
2021,Old Dominion,Conference USA,224,39,0.14172324,31.7460057,0.45089286,1.02058282,0.73333333,0.11570248,3.49338843,423,3.05555556,165,11.0416667,265,4.18181818,66.4,1.654,0.33035714,0.16964286,0.16071429,0.67857143,0.0439448,0.47368421,0.82057816,0.32142857,0.3481444,0.40277778,1.51714612,0.54017857,0.22738879,27.5140441,0.50413223,0.95397343,0.44642857,0.20111828,20.1118285,0.39,1.43345192,187,33,0.20588632,38.5007413,0.39037433,1.22428574,0.81818182,0.10909091,3.06,337,2.44827586,71,10.1,101,5.61538462,73.1,-1.223,0.22994652,0.18181818,0.04812834,0.67914439,0.19199236,0.47244094,1.06461176,0.32085561,0.23529519,27.161639,0.21666667,1.96124258,0.58823529,0.10308275,11.3391024,0.35454545,0.96909086,0.41176471,3.53E-01,0.44155844,1.51700929,#N/A,#N/A,-16.9,56.5
2021,Ole Miss,SEC,238,39,0.56772748,135.119139,0.5210084,1.59734001,0.9,0.11764706,4.07132353,554,3.35526316,255,5.89189189,218,4.92307692,69,1.52,0.10504202,0.07142857,0.03361345,0.7394958,0.53568744,0.57386364,1.48176406,0.2605042,0.65867984,0.37096774,2.10486915,0.57142857,0.61379694,83.4763844,0.55882353,1.40706034,0.42857143,0.50630152,51.6427547,0.47058824,1.89861614,207,36,0.13413327,27.7655878,0.42512077,1.07169349,0.53333333,0.18446602,2.95048544,304,2.83333333,119,6.6,99,3.64705882,75.1,-1.045,0.18357488,0.13043478,0.0531401,0.63768116,0.1537517,0.48484848,1.01550921,0.36231884,0.09960485,7.36622874,0.32,1.22151825,0.49758454,0.21610429,22.2587418,0.44660194,1.06550023,0.49758454,0.07151678,0.39805825,1.1501317,0.1674418605,0.06827309237,15.8,89
2021,Oregon,Pac-12,270,49,0.27134469,73.2630675,0.44814815,1.2695042,0.7,0.1409396,3.32281879,495,2.69354839,167,12.1363636,267,4.88461538,68.1,1.585,0.14074074,0.07037037,0.07037037,0.71111111,0.27173518,0.51041667,1.14305425,0.28888889,0.27038349,0.29487179,1.80829095,0.55185185,0.21347861,31.8083123,0.44966443,1.02612768,0.44444444,0.35967026,43.1604309,0.44166667,1.63330433,306,49,0.153521,46.9774247,0.44771242,1.06747931,0.84210526,0.18181818,2.92307692,418,2.44,122,8.0625,129,3.125,76.5,-0.917,0.1503268,0.10130719,0.04901961,0.67647059,0.11593401,0.50724638,0.83840233,0.32352941,0.23211197,34.3992557,0.32323232,1.81913816,0.46732026,0.08795922,12.578169,0.41258741,0.86953844,0.53267974,0.21103838,0.47852761,1.21720382,0.142394822,0.07037037037,15,88
2021,Oregon State,Pac-12,270,45,0.40635269,109.715226,0.53703704,1.17622406,0.87096774,0.09090909,3.72012987,573,3.21428571,225,7.51724138,218,5.84,69.1,1.534,0.0962963,0.04074074,0.05555556,0.73333333,0.38525196,0.59090909,1.0297346,0.26666667,0.46437969,0.38888889,1.7883407,0.57037037,0.33331215,51.3300713,0.56493506,0.94846477,0.42222222,0.55074624,62.7850715,0.50877193,1.51786299,287,45,0.12224692,35.0848659,0.41114983,1.20845383,0.91666667,0.16666667,2.81018519,304,2.91891892,108,3.21428571,45,3.39130435,71.5,-1.323,0.20905923,0.11149826,0.09756098,0.63414634,0.03759281,0.46153846,0.87812655,0.36585366,0.2689807,30.9510817,0.32380952,2.02455651,0.37630662,0.10955298,11.8317219,0.46296296,0.81073808,0.60627178,0.17787978,0.3908046,1.50089188,0.2112676056,0.05597014925,8.6,81
2021,Penn State,Big Ten,260,47,0.25996538,67.5909999,0.47692308,1.26080858,0.6,0.22580645,2.72580645,338,2.43478261,112,7.54545455,83,4.18181818,70.7,1.371,0.15,0.13076923,0.01923077,0.7,0.14223522,0.53296703,0.95963424,0.3,0.53466909,0.34615385,2.34280528,0.47692308,0.05520987,6.84602436,0.43548387,0.84093751,0.52307692,0.44665423,60.7449756,0.51470588,1.58470911,297,51,0.0402144,11.9436761,0.39393939,1.01553188,0.76190476,0.19858156,2.83404255,400,2.87755102,141,5.05882353,86,2.78947368,75,-1.039,0.15151515,0.09090909,0.06060606,0.64983165,-0.0409508,0.4507772,0.82680123,0.35016835,0.19083835,1.63777361,0.28846154,1.56285074,0.47474747,0.07309151,10.3059025,0.39007092,0.92894804,0.52525253,0.01049855,0.3974359,1.09234012,0.1475409836,0.1379310345,21.1,93
2021,Pittsburgh,ACC,252,50,0.45080462,113.602765,0.52380952,1.31040183,0.69565217,0.21774194,2.90806452,361,2.7254902,139,6.44444444,116,5.86206897,68.9,1.478,0.17857143,0.12698413,0.0515873,0.74206349,0.39246228,0.5828877,1.12945027,0.25793651,0.61865105,0.35384615,2.16795488,0.49206349,0.20908476,25.9265104,0.48387097,0.97604457,0.50396825,0.70065723,88.9834684,0.55905512,1.62982509,224,54,0.06022512,13.4904267,0.33482143,1.28880153,0.47058824,0.18095238,2.31428571,243,2.53333333,76,15.6363636,172,3.42105263,72.2,-1.237,0.20982143,0.15178571,0.05803571,0.64732143,-0.0287862,0.3862069,1.03271757,0.35267857,0.22360035,17.4401277,0.24050633,2.04357531,0.46875,-0.0222877,-2.3402047,0.2952381,1.15860495,0.52678571,0.14779769,0.36440678,1.45006645,0.1908396947,0.1103896104,14,82.5
2021,Purdue,Big Ten,299,48,0.18032854,53.9182345,0.43812709,1.11694436,0.76470588,0.14545455,2.88727273,318,2.5,80,8.55555556,77,3.95652174,72.4,1.319,0.15719064,0.090301,0.06688963,0.7090301,0.09332336,0.47641509,0.85763111,0.2909699,0.39234117,0.34482759,1.98996564,0.36789298,-0.0184031,-2.0243435,0.40909091,0.69590979,0.62876254,0.31293257,58.8313231,0.45744681,1.33725315,263,50,0.04259068,11.20135,0.31178707,1.37906417,0.66666667,0.21052632,2.78721805,371,2.55319149,120,7.92857143,111,2.6875,71.9,-1.274,0.18250951,0.11406844,0.06844106,0.60456274,-0.0048707,0.36477987,1.16537871,0.39543726,0.11515179,11.1542069,0.23076923,1.89547071,0.50570342,0.01741007,2.31553888,0.34586466,0.99642583,0.4904943,0.08646672,0.27906977,1.86799094,0.186770428,0.1073825503,4.8,81.5
2021,Rice,Conference USA,202,39,0.13793341,27.8625488,0.46039604,0.95731463,0.8,0.11864407,3.11610169,368,2.57777778,116,10.6153846,138,2.5,70.7,1.347,0.21287129,0.12871287,0.08415842,0.71287129,0.16508925,0.5625,0.86134983,0.28712871,0.07051202,0.20689655,1.60507698,0.58415842,0.11452747,13.5142409,0.46610169,0.80970756,0.38613861,0.3470717,27.071593,0.47435897,1.33245986,202,40,0.26436259,53.4012427,0.43069307,1.34898095,0.8,0.14150943,3.10377358,329,2.80487805,115,7.75,124,3.6,67.7,-1.524,0.17326733,0.1039604,0.06930693,0.69306931,0.13468445,0.44285714,1.09819719,0.30693069,0.55718418,35.8438332,0.40322581,1.97092467,0.52475248,0.22635843,23.9939932,0.44339623,1.09756648,0.46039604,0.38541756,0.43010753,1.64439294,0.1278195489,0.1307692308,-19.7,64
2021,Rutgers,Big Ten,288,50,0.22632743,65.1822998,0.48263889,0.98131856,0.75,0.07784431,3.40898204,569,2.43076923,158,5.3125,85,4.18518519,65.3,1.708,0.13541667,0.11458333,0.02083333,0.75694444,0.25366883,0.54587156,0.94363283,0.24305556,0.14117851,0.28571429,1.20554863,0.57986111,0.23536402,39.3057911,0.51497006,0.8639143,0.42013889,0.21385544,25.8765087,0.43801653,1.17182358,235,50,0.00120042,0.28209951,0.32340426,1.08659519,0.78571429,0.18548387,2.72016129,337,2.58536585,106,10.2,153,3.17647059,73.5,-1.181,0.2212766,0.15319149,0.06808511,0.62553191,-0.0807678,0.37414966,0.83343936,0.37446809,0.13812464,-4.0078785,0.23863636,1.74962236,0.52765957,0.06550832,8.12303109,0.35483871,1.02792191,0.45957447,-0.03711,0.28703704,1.25979952,0.2142857143,0.1206896552,6.8,75
2021,San Diego State,Mountain West,261,58,0.1764927,46.0645938,0.39463602,1.30138556,0.70588235,0.21714286,3.00342857,526,2.97297297,220,11.5625,370,3.26086957,70.5,1.35,0.15708812,0.11111111,0.04597701,0.65517241,0.10492412,0.46783626,1.04811705,0.34482759,0.312473,0.25555556,2.18231952,0.67049808,0.24762094,43.3336638,0.43428571,1.25539716,0.31800766,0.09213862,7.64750538,0.3253012,1.43083438,279,58,-0.0800544,-22.335165,0.32616487,0.85424187,0.44444444,0.35802469,1.92839506,156,2.71428571,76,6.25,50,3.75,76.3,-0.926,0.23655914,0.15053763,0.08602151,0.59856631,-0.1366277,0.40718563,0.62063221,0.40143369,0.00430052,9.08209466,0.20535714,1.5449139,0.29032258,-0.1998812,-16.190374,0.24691358,0.76277823,0.6953405,0.04681492,0.3556701,1.10323832,0.2155477032,0.1194029851,2.9,74.5
2021,San Jose State,Mountain West,128,28,-0.0813816,-10.416845,0.3125,1.03100579,0.42857143,0.25581395,2.70930233,117,2.92857143,41,6.4,32,3.33333333,70.4,1.42,0.328125,0.1953125,0.1328125,0.6171875,-0.1570529,0.36708861,0.79573324,0.3828125,0.04061903,0.2244898,1.65126979,0.3359375,-0.1339419,-5.7595002,0.34883721,0.62486394,0.6640625,-0.0547923,-4.6573448,0.29411765,1.2746909,142,28,0.0768168,10.9079858,0.40140845,1.02442155,0.77777778,0.125,3.15416667,227,1.80645161,56,6.4,32,3.36363636,69.8,-1.43,0.4084507,0.22535211,0.18309859,0.66197183,0.08869655,0.5212766,0.81682313,0.33802817,0.0535523,1.60610019,0.16666667,2.29596186,0.50704225,0.12919286,9.30188558,0.47222222,0.70097989,0.49295775,0.02294429,0.32857143,1.5025527,0.2043010753,0.1235059761,-4.7,74
2021,SMU,American Athletic,303,57,0.45257297,137.129611,0.52145215,1.41914793,0.86956522,0.11612903,3.73612903,579,3.13235294,213,7.5,240,4.48387097,69.3,1.43,0.07260726,0.04290429,0.02970297,0.74257426,0.32455531,0.54666667,1.11940099,0.25742574,0.82185471,0.44871795,2.47254428,0.51155116,0.22081414,34.2261923,0.50967742,0.88236667,0.47194719,0.81822936,117.006799,0.55244755,1.95592918,280,53,0.22257691,62.3215355,0.39642857,1.42102352,0.69230769,0.1092437,3.23109244,385,2.56818182,113,10.9285714,153,3.68181818,73.4,-1.139,0.11785714,0.06785714,0.05,0.64642857,0.07134337,0.41436464,1.13999227,0.35357143,0.4990746,54.7709525,0.36363636,2.00650531,0.425,0.16351878,19.4587351,0.37815126,1.04959684,0.55714286,0.35109585,0.42307692,1.67426899,0.1428571429,0.06885245902,8.8,79
2021,South Alabama,Sun Belt,215,36,0.24785871,53.2896224,0.44186047,1.26497274,0.64285714,0.20720721,3.01891892,335,2.53333333,114,5.93333333,89,2.82352941,73.6,1.165,0.16744186,0.13023256,0.0372093,0.67906977,0.002221,0.45890411,0.84182846,0.32093023,0.76761386,0.4057971,2.27749656,0.51627907,0.16918553,18.7795941,0.45945946,0.93128096,0.47906977,0.3349195,34.496709,0.41747573,1.68985494,190,36,0.02625645,4.98872635,0.32105263,1.5100689,0.54545455,0.3125,1.49875,120,2.4375,39,9.75,39,0.85,68.4,-1.476,0.18421053,0.12105263,0.06315789,0.61578947,-0.0363295,0.35042735,1.19154251,0.38421053,0.12656544,30.2254025,0.2739726,2.16304802,0.42105263,-0.2638946,-21.11157,0.2375,0.9304208,0.56315789,0.2824804,0.39252336,1.77229066,0.1842105263,0.1400966184,-11.7,67.5
2021,South Carolina,SEC,247,47,0.06948954,17.1639168,0.38866397,1.12539395,0.70588235,0.21481481,2.70666667,365,2.64444444,119,6.33333333,95,3,69.9,1.428,0.16194332,0.10931174,0.05263158,0.66801619,0.01593993,0.44242424,0.89912469,0.33198381,0.17724181,0.2804878,1.84355291,0.5465587,-0.0632818,-8.5430363,0.39259259,0.67269013,0.44939271,0.24968715,27.7152732,0.37837838,1.7712753,234,49,0.02787812,6.52347904,0.41025641,0.85508095,0.84615385,0.14516129,3.31693548,411,3.02222222,136,4.5,99,2.17647059,71.1,-1.313,0.17521368,0.1025641,0.07264957,0.72649573,0.00882479,0.44117647,0.8257499,0.27350427,0.07848851,-7.7051552,0.328125,0.9598347,0.52991453,0.1196982,14.8425765,0.41129032,0.84954855,0.46581197,-0.0706895,0.41284404,0.861351,0.1673640167,0.1195219124,-3.5,72
2021,Southern Mississippi,Conference USA,265,51,0.10469446,27.7440319,0.32830189,1.4014461,0.72222222,0.25,2.43285714,341,2.86666667,129,9.41176471,160,2.47368421,70.6,1.369,0.21886792,0.1509434,0.06792453,0.57358491,-0.0267211,0.375,1.02446042,0.42641509,0.28146578,0.26548673,2.11771891,0.52830189,-0.0313875,-4.3942478,0.31428571,1.07219748,0.46415094,0.26101896,32.1053322,0.3495935,1.73835167,252,50,0.22446346,56.564791,0.3968254,1.38526641,0.90909091,0.22689076,2.5,298,2.775,111,13.3125,213,2.86363636,71.8,-1.271,0.18650794,0.13888889,0.04761905,0.64285714,0.05829753,0.43209877,0.99476777,0.35714286,0.52356213,61.36152,0.33333333,2.29642989,0.47222222,-0.0403086,-4.7967289,0.37815126,0.74526702,0.52777778,0.46136481,0.41353383,1.90890227,0.1918367347,0.1666666667,-9.7,62
2021,South Florida,American Athletic,277,48,0.12091931,33.4946493,0.42238267,1.027484,0.62962963,0.19375,2.97875,477,2.80645161,174,6.19047619,130,3.26923077,70.2,1.387,0.16245487,0.11552347,0.04693141,0.67148014,0.09041452,0.48924731,0.91107245,0.32851986,0.18326976,0.28571429,1.43492445,0.57761733,0.17636144,28.2178309,0.46875,0.90140072,0.41155235,0.0980606,11.1789078,0.36842105,1.25263273,260,51,0.38005952,98.8154757,0.5,1.33212238,0.78571429,0.12686567,3.58059701,480,3.52459016,215,11.5862069,336,3.71428571,71.9,-1.294,0.1,0.05384615,0.04615385,0.73461538,0.39130178,0.57068063,1.17963752,0.26538462,0.34893964,42.9939454,0.30434783,2.12359143,0.51538462,0.44334812,59.4086479,0.48507463,1.36167093,0.48076923,0.34395156,0.52,1.30257383,0.08745247148,0.1357142857,-17.1,60
2021,Stanford,Pac-12,214,48,0.30693973,65.6851028,0.40186916,1.61089793,0.61538462,0.19565217,2.85434783,263,2.58823529,88,18.3571429,257,3.44,68.4,1.503,0.15420561,0.10280374,0.05140187,0.6588785,0.26656028,0.46808511,1.37187993,0.3411215,0.38493292,0.2739726,2.39965734,0.42990654,0.16832192,15.4856171,0.36956522,1.37811247,0.57009346,0.41147119,50.1994857,0.42622951,1.76310381,281,61,0.2503756,70.3555424,0.48398577,1.01586762,0.74074074,0.13245033,3.79072848,572,2.76315789,210,10,290,3.42307692,74.3,-1.078,0.12455516,0.05338078,0.07117438,0.71530249,0.21437328,0.55721393,0.86217205,0.28469751,0.34083141,8.26459457,0.3,1.73311361,0.53736655,0.41119833,62.0909479,0.54966887,1.00904002,0.46263345,0.0635738,0.40769231,1.02655989,0.1192982456,0.111627907,-2.1,75
2021,Syracuse,ACC,192,39,0.26230185,50.3619555,0.421875,1.30176596,0.63636364,0.20168067,2.60420168,310,2.94117647,150,9,198,4.23529412,70.4,1.373,0.16666667,0.11979167,0.046875,0.671875,-0.0275443,0.45736434,0.72233729,0.328125,0.85579643,0.34920635,2.85568831,0.61979167,0.18011732,21.433961,0.42857143,1.16853054,0.375,0.41775654,30.0784711,0.41666667,1.52826618,185,40,0.06154538,11.3858955,0.39459459,0.97422064,0.68421053,0.17525773,2.66494845,259,2.4137931,70,5.85714286,41,3.66666667,67.4,-1.554,0.28108108,0.23783784,0.04324324,0.74594595,0.02735169,0.44202899,0.88406955,0.25405405,0.16194388,7.69767092,0.25531915,1.43248869,0.52432432,0.03802293,3.68822458,0.41237113,0.81367806,0.47567568,0.08747353,0.375,1.1688177,0.2088353414,0.1046511628,2.1,72
2021,TCU,Big 12,133,24,0.38837112,51.6533589,0.45112782,1.62186662,0.83333333,0.12162162,3.52297297,261,3.02857143,106,13.7692308,179,3.72727273,74.3,1.097,0.17293233,0.10526316,0.06766917,0.61654135,0.33295246,0.48780488,1.35170582,0.38345865,0.47747564,0.39215686,2.16218824,0.55639098,0.36823083,27.2490813,0.47297297,1.29958388,0.44360902,0.41363182,24.4042776,0.42372881,2.07306247,133,24,0.34899108,46.4158141,0.46616541,1.55348068,0.77777778,0.11688312,3.97272727,306,3.81578947,145,4.56521739,105,5.09090909,75.8,-0.928,0.14285714,0.09774436,0.04511278,0.7518797,0.20927108,0.45,1.33866438,0.2481203,0.77238504,31.7511871,0.51515152,2.12211208,0.57894737,0.29547123,22.7512846,0.51948052,1.07948828,0.39849624,0.599079,0.41509434,2.41528505,0.1142857143,0.07960199005,8.3,83.5
2021,Temple,American Athletic,244,48,0.12121764,29.5771038,0.38934426,1.10383627,0.83333333,0.14285714,3.01666667,380,3.02439024,124,4.11111111,74,3.94736842,71.9,1.274,0.15983607,0.13114754,0.02868852,0.67213115,0.08390902,0.45121951,0.92738481,0.32786885,0.19770031,0.2625,1.7256176,0.51639344,0.09811529,12.3625268,0.3968254,0.90531951,0.47540984,0.17152719,19.8971535,0.37931034,1.39317238,264,50,0.1464857,38.6722238,0.40151515,1.18154266,0.7826087,0.15028902,2.91734104,505,2.64615385,172,8.15,163,4.52173913,67.9,-1.501,0.16287879,0.125,0.03787879,0.71212121,0.14688997,0.47340426,1.02775635,0.28787879,0.14548566,7.43438969,0.22368421,1.98665924,0.65530303,0.18056552,31.2378341,0.43930636,0.98054704,0.34469697,0.08169659,0.32967033,1.69073159,0.1573033708,0.132231405,-7.5,56.5
2021,Tennessee,SEC,299,53,0.21152318,63.2454319,0.45150502,1.16909491,0.75862069,0.10588235,3.22176471,548,2.98529412,203,5.93333333,178,4.28,69.8,1.495,0.13043478,0.09364548,0.0367893,0.69899666,0.14817493,0.51196172,0.95128293,0.30100334,0.3586319,0.31111111,2.00144784,0.56856187,0.20921586,35.5666959,0.5,0.94695215,0.43143813,0.21456384,27.678736,0.3875969,1.5467376,272,53,0.09454674,25.7167141,0.375,1.15747231,0.61538462,0.18897638,2.85748031,363,2.44444444,110,8,112,3.54166667,71.1,-1.332,0.20955882,0.13235294,0.07720588,0.65441176,0.00172398,0.43258427,0.91203226,0.34558824,0.27031751,21.972776,0.26595745,1.91342767,0.46691176,0.06956119,8.83427092,0.35433071,0.94116281,0.52205882,0.15473786,0.40140845,1.32824297,0.2145454545,0.09634551495,10.6,77
2021,Texas,Big 12,206,32,0.38226933,78.7474817,0.50485437,1.31603165,0.7,0.1328125,3.5015625,448,2.36842105,135,7.17647059,122,5.47619048,69.8,1.401,0.15048544,0.09708738,0.05339806,0.7184466,0.29887815,0.55405405,1.0513622,0.2815534,0.59506062,0.37931034,2.30252685,0.62135922,0.22299828,28.5437802,0.515625,0.85529398,0.37864078,0.6436372,50.2037015,0.48717949,2.11626024,199,36,0.30744159,61.1808758,0.47738693,1.2284757,0.8125,0.21153846,2.89807692,301,3.1,124,10.1666667,183,4.10526316,70.1,-1.324,0.18592965,0.14070352,0.04522613,0.74371859,0.3108726,0.52027027,1.15617381,0.25628141,0.29748492,36.1750336,0.35294118,1.53776708,0.52261307,0.24044079,25.0058422,0.44230769,1.19660217,0.47738693,0.38078983,0.51578947,1.25839778,0.1395348837,0.08921933086,14,89.5
2021,Texas A&M,SEC,269,50,0.13517588,36.3623126,0.42750929,1.1820131,0.66666667,0.21186441,3.18983051,376,2.95918367,145,10.1363636,223,3.08333333,69.9,1.432,0.18215613,0.10408922,0.07806691,0.66542751,0.01687335,0.46368715,0.93605681,0.33457249,0.37046648,0.35555556,1.81996225,0.43866171,0.18382572,21.6914352,0.46610169,1.06567301,0.56133829,0.09715813,14.6708774,0.39735099,1.28865819,263,53,-0.0801573,-21.081373,0.33840304,0.95832283,0.6875,0.21794872,2.88333333,450,3.06557377,187,6.24,156,1.14285714,73.8,-1.124,0.15969582,0.09885932,0.0608365,0.65019011,-0.1046791,0.39766082,0.92703234,0.34980989,-0.0345788,-18.728272,0.22826087,1.05964442,0.59315589,-0.015084,-2.3531018,0.41025641,0.85759454,0.40684411,-0.1750306,0.23364486,1.21618726,0.2037735849,0.1254612546,16.1,89.5
2021,Texas State,Sun Belt,283,50,0.23146485,65.5045524,0.46996466,1.06487453,0.84210526,0.08148148,3.60814815,487,2.390625,153,3.75,75,4.47368421,75.1,1.041,0.19434629,0.13780919,0.0565371,0.66077739,0.1500099,0.55080214,0.80288933,0.33922261,0.39013231,0.3125,1.96435704,0.4770318,0.17640691,23.8149322,0.52592593,0.76795913,0.50530035,0.29817387,42.6388632,0.41958042,1.47218497,283,49,0.31790272,89.9664699,0.48056537,1.2512097,0.94444444,0.12413793,3.42758621,497,2.87096774,178,7.26086957,167,4.6,65.4,-1.757,0.16254417,0.10600707,0.0565371,0.67491166,0.19685925,0.5026178,0.97951221,0.32508834,0.56919948,55.449396,0.43478261,1.90328367,0.51236749,0.26483885,38.4016334,0.48275862,1.01520139,0.48056537,0.40771615,0.48529412,1.50152154,0.1448275862,0.1453287197,-14.2,59.5
2021,Texas Tech,Big 12,188,37,0.41719154,78.4320105,0.5,1.35186244,0.85714286,0.14606742,3.10224719,276,2.21621622,82,11.7272727,129,5.375,71.3,1.26,0.16489362,0.10638298,0.05851064,0.7393617,0.41987593,0.56115108,1.27114529,0.2606383,0.40957666,0.32653061,1.74535855,0.47340426,0.17157408,15.2700936,0.43820225,1.02247714,0.52659574,0.63799916,63.1619169,0.55555556,1.58542656,205,38,0.20728764,42.4939662,0.43414634,1.18661068,0.63157895,0.16513761,3.05229358,333,2.975,119,6.88888889,124,4.94117647,71.9,-1.259,0.23414634,0.11707317,0.11707317,0.70731707,0.20457425,0.49655172,1.04439918,0.29268293,0.213845,20.7162029,0.28333333,1.78891819,0.53170732,0.19979599,21.7777633,0.48623853,0.95062285,0.46829268,0.21579378,0.375,1.5340372,0.1734693878,0.0987654321,7.9,77
2021,Toledo,Mid-American,205,47,0.16633224,34.0981101,0.32195122,1.58760815,0.625,0.15306122,2.9622449,290,3.08823529,105,15.0714286,211,3,71.5,1.322,0.24390244,0.17073171,0.07317073,0.6097561,0.11571493,0.376,1.35721144,0.3902439,0.24542179,0.2375,2.15753687,0.47804878,0.21843356,21.4064885,0.31632653,1.65218051,0.51707317,0.15073227,15.9776209,0.32075472,1.67207476,238,50,0.02621695,6.23963343,0.39915966,0.96970705,0.625,0.19834711,2.89752066,351,3.25,130,6.72222222,121,2.13636364,71.2,-1.355,0.25210084,0.16386555,0.08823529,0.65546218,0.01445422,0.44230769,0.8980463,0.34453782,0.04859482,25.1150514,0.31707317,1.15988367,0.50840336,0.00816663,0.98816181,0.36363636,0.9774869,0.47478992,0.22225709,0.4159292,1.46758141,0.1971830986,0.1411764706,-1.5,78.5
